asset_id,organization_id,asset_identifier,asset_name,asset_type,criticality,environment,location,status
AST07513,ORG00376,SRV-07513,Server 07513,Server,High,Staging,Bengaluru DC,Active
AST07514,ORG00982,SRV-07514,Domain Controller 07514,Domain Controller,High,Development,Hyderabad DC,Active
AST07515,ORG00032,SRV-07515,Cloud Instance 07515,Cloud Instance,Medium,Development,Bengaluru DC,Active
AST07516,ORG00997,SRV-07516,Workstation 07516,Workstation,Critical,Development,Hyderabad DC,Maintenance
AST07517,ORG00281,SRV-07517,Domain Controller 07517,Domain Controller,Medium,Staging,Mumbai DC,Active
AST07518,ORG00631,SRV-07518,Network Device 07518,Network Device,High,Staging,Mumbai DC,Active
AST07519,ORG00427,SRV-07519,Workstation 07519,Workstation,Medium,Production,Hyderabad DC,Active
AST07520,ORG00051,SRV-07520,Cloud Instance 07520,Cloud Instance,Critical,Staging,Mumbai DC,Active
AST07521,ORG00739,SRV-07521,Firewall 07521,Firewall,High,Staging,Bengaluru DC,Active
AST07522,ORG00925,SRV-07522,Cloud Instance 07522,Cloud Instance,High,Staging,Bengaluru DC,Active
AST07523,ORG00080,SRV-07523,Server 07523,Server,Medium,Staging,Mumbai DC,Active
AST07524,ORG00282,SRV-07524,Firewall 07524,Firewall,Low,Development,Delhi DC,Active
AST07525,ORG00897,SRV-07525,Network Device 07525,Network Device,Low,Production,Pune DC,Active
AST07526,ORG00790,SRV-07526,Cloud Instance 07526,Cloud Instance,Critical,Production,Delhi DC,Active
AST07527,ORG00286,SRV-07527,Cloud Instance 07527,Cloud Instance,Medium,Production,Mumbai DC,Active
AST07528,ORG00938,SRV-07528,Database 07528,Database,Medium,Staging,Mumbai DC,Active
AST07529,ORG00067,SRV-07529,Workstation 07529,Workstation,Low,Production,Hyderabad DC,Active
AST07530,ORG00709,SRV-07530,Domain Controller 07530,Domain Controller,High,Staging,Bengaluru DC,Active
AST07531,ORG00450,SRV-07531,Cloud Instance 07531,Cloud Instance,Low,Development,Pune DC,Active
AST07532,ORG00236,SRV-07532,Database 07532,Database,Critical,Production,Pune DC,Active
AST07533,ORG00424,SRV-07533,Network Device 07533,Network Device,Medium,Staging,Pune DC,Active
AST07534,ORG00237,SRV-07534,Firewall 07534,Firewall,Medium,Staging,Pune DC,Active
AST07535,ORG00702,SRV-07535,Workstation 07535,Workstation,Critical,Production,Pune DC,Active
AST07536,ORG00738,SRV-07536,Server 07536,Server,Low,Production,Mumbai DC,Active
AST07537,ORG00982,SRV-07537,Network Device 07537,Network Device,High,Development,Delhi DC,Active
AST07538,ORG00307,SRV-07538,Cloud Instance 07538,Cloud Instance,Medium,Staging,Mumbai DC,Active
AST07539,ORG00365,SRV-07539,Cloud Instance 07539,Cloud Instance,Medium,Staging,Hyderabad DC,Active
AST07540,ORG00543,SRV-07540,Cloud Instance 07540,Cloud Instance,High,Production,Hyderabad DC,Active
AST07541,ORG00219,SRV-07541,Cloud Instance 07541,Cloud Instance,Medium,Development,Mumbai DC,Active
AST07542,ORG00484,SRV-07542,Firewall 07542,Firewall,High,Staging,Bengaluru DC,Active
AST07543,ORG00338,SRV-07543,Workstation 07543,Workstation,Critical,Staging,Bengaluru DC,Active
AST07544,ORG00345,SRV-07544,Domain Controller 07544,Domain Controller,Critical,Production,Pune DC,Active
AST07545,ORG00728,SRV-07545,Database 07545,Database,High,Development,Delhi DC,Active
AST07546,ORG00022,SRV-07546,Network Device 07546,Network Device,Critical,Development,Pune DC,Active
AST07547,ORG00532,SRV-07547,Server 07547,Server,High,Production,Mumbai DC,Active
AST07548,ORG00049,SRV-07548,Cloud Instance 07548,Cloud Instance,High,Staging,Bengaluru DC,Active
AST07549,ORG00718,SRV-07549,Database 07549,Database,Medium,Production,Pune DC,Active
AST07550,ORG00014,SRV-07550,Server 07550,Server,Medium,Development,Mumbai DC,Inactive
AST07551,ORG00469,SRV-07551,Cloud Instance 07551,Cloud Instance,High,Production,Mumbai DC,Active
AST07552,ORG00325,SRV-07552,Database 07552,Database,Medium,Production,Delhi DC,Active
AST07553,ORG00468,SRV-07553,Domain Controller 07553,Domain Controller,High,Production,Bengaluru DC,Active
AST07554,ORG00052,SRV-07554,Network Device 07554,Network Device,Critical,Production,Pune DC,Active
AST07555,ORG00909,SRV-07555,Firewall 07555,Firewall,Low,Staging,Delhi DC,Active
AST07556,ORG00247,SRV-07556,Application 07556,Application,Medium,Production,Pune DC,Active
AST07557,ORG00363,SRV-07557,Database 07557,Database,Medium,Production,Mumbai DC,Active
AST07558,ORG00974,SRV-07558,Server 07558,Server,Critical,Development,Hyderabad DC,Active
AST07559,ORG00529,SRV-07559,Workstation 07559,Workstation,Critical,Production,Pune DC,Active
AST07560,ORG00279,SRV-07560,Database 07560,Database,High,Development,Delhi DC,Active
AST07561,ORG00344,SRV-07561,Workstation 07561,Workstation,Medium,Production,Pune DC,Active
AST07562,ORG00665,SRV-07562,Cloud Instance 07562,Cloud Instance,Medium,Staging,Hyderabad DC,Active
AST07563,ORG00020,SRV-07563,Workstation 07563,Workstation,Low,Staging,Pune DC,Active
AST07564,ORG00766,SRV-07564,Network Device 07564,Network Device,High,Development,Hyderabad DC,Active
AST07565,ORG00668,SRV-07565,Network Device 07565,Network Device,High,Development,Hyderabad DC,Active
AST07566,ORG00928,SRV-07566,Domain Controller 07566,Domain Controller,Critical,Development,Pune DC,Active
AST07567,ORG00434,SRV-07567,Domain Controller 07567,Domain Controller,Medium,Production,Pune DC,Active
AST07568,ORG00877,SRV-07568,Workstation 07568,Workstation,Medium,Production,Hyderabad DC,Active
AST07569,ORG00989,SRV-07569,Firewall 07569,Firewall,Low,Production,Bengaluru DC,Active
AST07570,ORG00537,SRV-07570,Workstation 07570,Workstation,High,Development,Pune DC,Active
AST07571,ORG00649,SRV-07571,Cloud Instance 07571,Cloud Instance,Medium,Production,Pune DC,Active
AST07572,ORG00318,SRV-07572,Database 07572,Database,Medium,Staging,Hyderabad DC,Active
AST07573,ORG00250,SRV-07573,Server 07573,Server,Medium,Development,Hyderabad DC,Active
AST07574,ORG00756,SRV-07574,Domain Controller 07574,Domain Controller,Medium,Production,Hyderabad DC,Active
AST07575,ORG00272,SRV-07575,Workstation 07575,Workstation,Critical,Staging,Bengaluru DC,Active
AST07576,ORG00320,SRV-07576,Application 07576,Application,Medium,Development,Mumbai DC,Active
AST07577,ORG00770,SRV-07577,Workstation 07577,Workstation,Critical,Staging,Bengaluru DC,Active
AST07578,ORG00336,SRV-07578,Database 07578,Database,Low,Production,Pune DC,Active
AST07579,ORG00737,SRV-07579,Firewall 07579,Firewall,Medium,Production,Pune DC,Active
AST07580,ORG00525,SRV-07580,Workstation 07580,Workstation,Low,Development,Pune DC,Active
AST07581,ORG00080,SRV-07581,Workstation 07581,Workstation,Medium,Production,Hyderabad DC,Active
AST07582,ORG00349,SRV-07582,Database 07582,Database,High,Staging,Pune DC,Active
AST07583,ORG00994,SRV-07583,Network Device 07583,Network Device,Critical,Production,Mumbai DC,Active
AST07584,ORG00812,SRV-07584,Database 07584,Database,Medium,Development,Pune DC,Inactive
AST07585,ORG00224,SRV-07585,Firewall 07585,Firewall,Medium,Development,Hyderabad DC,Active
AST07586,ORG00366,SRV-07586,Workstation 07586,Workstation,Medium,Development,Delhi DC,Active
AST07587,ORG00461,SRV-07587,Domain Controller 07587,Domain Controller,Critical,Staging,Hyderabad DC,Active
AST07588,ORG00910,SRV-07588,Application 07588,Application,Medium,Production,Hyderabad DC,Active
AST07589,ORG00252,SRV-07589,Workstation 07589,Workstation,High,Production,Delhi DC,Active
AST07590,ORG00064,SRV-07590,Domain Controller 07590,Domain Controller,Medium,Staging,Bengaluru DC,Inactive
AST07591,ORG00153,SRV-07591,Domain Controller 07591,Domain Controller,High,Development,Mumbai DC,Active
AST07592,ORG00802,SRV-07592,Network Device 07592,Network Device,Medium,Staging,Delhi DC,Active
AST07593,ORG00350,SRV-07593,Database 07593,Database,High,Staging,Bengaluru DC,Active
AST07594,ORG00745,SRV-07594,Database 07594,Database,Medium,Staging,Bengaluru DC,Active
AST07595,ORG00746,SRV-07595,Workstation 07595,Workstation,Medium,Development,Hyderabad DC,Active
AST07596,ORG00954,SRV-07596,Database 07596,Database,Low,Staging,Bengaluru DC,Active
AST07597,ORG00214,SRV-07597,Cloud Instance 07597,Cloud Instance,High,Development,Mumbai DC,Active
AST07598,ORG00664,SRV-07598,Workstation 07598,Workstation,Low,Production,Mumbai DC,Active
AST07599,ORG00584,SRV-07599,Server 07599,Server,Critical,Development,Delhi DC,Active
AST07600,ORG00929,SRV-07600,Domain Controller 07600,Domain Controller,Critical,Development,Mumbai DC,Active
AST07601,ORG00371,SRV-07601,Cloud Instance 07601,Cloud Instance,High,Production,Mumbai DC,Active
AST07602,ORG00413,SRV-07602,Network Device 07602,Network Device,Medium,Development,Bengaluru DC,Active
AST07603,ORG00640,SRV-07603,Server 07603,Server,High,Development,Mumbai DC,Active
AST07604,ORG00727,SRV-07604,Network Device 07604,Network Device,Low,Production,Bengaluru DC,Maintenance
AST07605,ORG00396,SRV-07605,Firewall 07605,Firewall,Critical,Production,Mumbai DC,Active
AST07606,ORG00323,SRV-07606,Cloud Instance 07606,Cloud Instance,Medium,Staging,Mumbai DC,Active
AST07607,ORG00523,SRV-07607,Database 07607,Database,Medium,Production,Bengaluru DC,Active
AST07608,ORG00164,SRV-07608,Firewall 07608,Firewall,Medium,Staging,Delhi DC,Active
AST07609,ORG00467,SRV-07609,Workstation 07609,Workstation,High,Production,Mumbai DC,Active
AST07610,ORG00869,SRV-07610,Server 07610,Server,Medium,Production,Mumbai DC,Active
AST07611,ORG00327,SRV-07611,Firewall 07611,Firewall,High,Development,Bengaluru DC,Active
AST07612,ORG00314,SRV-07612,Domain Controller 07612,Domain Controller,High,Development,Hyderabad DC,Active
AST07613,ORG00089,SRV-07613,Network Device 07613,Network Device,Medium,Staging,Mumbai DC,Active
AST07614,ORG00120,SRV-07614,Server 07614,Server,High,Production,Mumbai DC,Active
AST07615,ORG00182,SRV-07615,Server 07615,Server,Medium,Production,Hyderabad DC,Active
AST07616,ORG00788,SRV-07616,Application 07616,Application,Low,Production,Bengaluru DC,Active
AST07617,ORG00944,SRV-07617,Cloud Instance 07617,Cloud Instance,Critical,Staging,Delhi DC,Active
AST07618,ORG00998,SRV-07618,Firewall 07618,Firewall,High,Development,Mumbai DC,Active
AST07619,ORG00892,SRV-07619,Cloud Instance 07619,Cloud Instance,High,Staging,Bengaluru DC,Active
AST07620,ORG00193,SRV-07620,Domain Controller 07620,Domain Controller,Low,Production,Hyderabad DC,Active
AST07621,ORG00874,SRV-07621,Domain Controller 07621,Domain Controller,Medium,Development,Bengaluru DC,Active
AST07622,ORG00638,SRV-07622,Cloud Instance 07622,Cloud Instance,Low,Staging,Hyderabad DC,Active
AST07623,ORG00057,SRV-07623,Workstation 07623,Workstation,Medium,Development,Hyderabad DC,Active
AST07624,ORG00763,SRV-07624,Firewall 07624,Firewall,Low,Production,Delhi DC,Active
AST07625,ORG00809,SRV-07625,Cloud Instance 07625,Cloud Instance,High,Staging,Pune DC,Active
AST07626,ORG00492,SRV-07626,Database 07626,Database,High,Staging,Mumbai DC,Active
AST07627,ORG00836,SRV-07627,Firewall 07627,Firewall,Medium,Development,Bengaluru DC,Active
AST07628,ORG00507,SRV-07628,Server 07628,Server,Low,Development,Bengaluru DC,Active
AST07629,ORG00916,SRV-07629,Domain Controller 07629,Domain Controller,High,Staging,Delhi DC,Active
AST07630,ORG00168,SRV-07630,Cloud Instance 07630,Cloud Instance,Critical,Development,Delhi DC,Active
AST07631,ORG00846,SRV-07631,Domain Controller 07631,Domain Controller,Medium,Production,Delhi DC,Active
AST07632,ORG00605,SRV-07632,Cloud Instance 07632,Cloud Instance,High,Production,Mumbai DC,Active
AST07633,ORG00466,SRV-07633,Domain Controller 07633,Domain Controller,High,Production,Hyderabad DC,Active
AST07634,ORG00899,SRV-07634,Cloud Instance 07634,Cloud Instance,High,Production,Delhi DC,Active
AST07635,ORG00372,SRV-07635,Application 07635,Application,Critical,Staging,Delhi DC,Active
AST07636,ORG00240,SRV-07636,Database 07636,Database,Medium,Staging,Delhi DC,Active
AST07637,ORG00200,SRV-07637,Application 07637,Application,Medium,Production,Pune DC,Active
AST07638,ORG00908,SRV-07638,Network Device 07638,Network Device,Medium,Development,Pune DC,Active
AST07639,ORG00865,SRV-07639,Workstation 07639,Workstation,Medium,Production,Hyderabad DC,Active
AST07640,ORG00485,SRV-07640,Application 07640,Application,High,Development,Hyderabad DC,Maintenance
AST07641,ORG00635,SRV-07641,Firewall 07641,Firewall,Low,Staging,Delhi DC,Active
AST07642,ORG00437,SRV-07642,Network Device 07642,Network Device,Low,Production,Delhi DC,Active
AST07643,ORG00684,SRV-07643,Network Device 07643,Network Device,Medium,Staging,Mumbai DC,Active
AST07644,ORG00303,SRV-07644,Application 07644,Application,Critical,Development,Delhi DC,Active
AST07645,ORG00991,SRV-07645,Firewall 07645,Firewall,High,Production,Hyderabad DC,Active
AST07646,ORG00095,SRV-07646,Cloud Instance 07646,Cloud Instance,Medium,Staging,Hyderabad DC,Active
AST07647,ORG00075,SRV-07647,Server 07647,Server,Critical,Development,Pune DC,Active
AST07648,ORG00619,SRV-07648,Server 07648,Server,Medium,Production,Bengaluru DC,Active
AST07649,ORG00395,SRV-07649,Firewall 07649,Firewall,Critical,Production,Mumbai DC,Active
AST07650,ORG00931,SRV-07650,Server 07650,Server,Medium,Staging,Pune DC,Active
AST07651,ORG00829,SRV-07651,Cloud Instance 07651,Cloud Instance,Critical,Production,Bengaluru DC,Active
AST07652,ORG00195,SRV-07652,Server 07652,Server,Low,Staging,Delhi DC,Active
AST07653,ORG00536,SRV-07653,Database 07653,Database,Medium,Production,Bengaluru DC,Maintenance
AST07654,ORG00056,SRV-07654,Application 07654,Application,Medium,Staging,Hyderabad DC,Active
AST07655,ORG00472,SRV-07655,Workstation 07655,Workstation,Medium,Staging,Mumbai DC,Active
AST07656,ORG00975,SRV-07656,Firewall 07656,Firewall,High,Development,Pune DC,Active
AST07657,ORG00413,SRV-07657,Application 07657,Application,High,Production,Hyderabad DC,Active
AST07658,ORG00135,SRV-07658,Database 07658,Database,Medium,Production,Hyderabad DC,Active
AST07659,ORG00050,SRV-07659,Workstation 07659,Workstation,High,Staging,Hyderabad DC,Active
AST07660,ORG00425,SRV-07660,Cloud Instance 07660,Cloud Instance,High,Staging,Bengaluru DC,Active
AST07661,ORG00592,SRV-07661,Firewall 07661,Firewall,Medium,Staging,Pune DC,Active
AST07662,ORG00749,SRV-07662,Application 07662,Application,High,Staging,Mumbai DC,Active
AST07663,ORG00019,SRV-07663,Network Device 07663,Network Device,High,Production,Mumbai DC,Active
AST07664,ORG00981,SRV-07664,Firewall 07664,Firewall,High,Staging,Bengaluru DC,Active
AST07665,ORG00602,SRV-07665,Database 07665,Database,Medium,Staging,Mumbai DC,Active
AST07666,ORG00228,SRV-07666,Application 07666,Application,Medium,Staging,Delhi DC,Active
AST07667,ORG00817,SRV-07667,Network Device 07667,Network Device,High,Production,Pune DC,Active
AST07668,ORG00362,SRV-07668,Application 07668,Application,High,Development,Pune DC,Active
AST07669,ORG00992,SRV-07669,Database 07669,Database,High,Production,Hyderabad DC,Active
AST07670,ORG00085,SRV-07670,Firewall 07670,Firewall,High,Development,Delhi DC,Active
AST07671,ORG00008,SRV-07671,Firewall 07671,Firewall,High,Development,Mumbai DC,Active
AST07672,ORG00433,SRV-07672,Application 07672,Application,Medium,Production,Delhi DC,Active
AST07673,ORG00600,SRV-07673,Cloud Instance 07673,Cloud Instance,Medium,Development,Hyderabad DC,Active
AST07674,ORG00971,SRV-07674,Application 07674,Application,High,Production,Hyderabad DC,Active
AST07675,ORG00778,SRV-07675,Workstation 07675,Workstation,Critical,Staging,Delhi DC,Active
AST07676,ORG00536,SRV-07676,Server 07676,Server,High,Staging,Pune DC,Active
AST07677,ORG00845,SRV-07677,Workstation 07677,Workstation,High,Staging,Pune DC,Active
AST07678,ORG00361,SRV-07678,Network Device 07678,Network Device,High,Production,Mumbai DC,Active
AST07679,ORG00992,SRV-07679,Workstation 07679,Workstation,Medium,Production,Delhi DC,Active
AST07680,ORG00921,SRV-07680,Cloud Instance 07680,Cloud Instance,Critical,Staging,Mumbai DC,Active
AST07681,ORG00294,SRV-07681,Application 07681,Application,Critical,Development,Hyderabad DC,Active
AST07682,ORG00422,SRV-07682,Domain Controller 07682,Domain Controller,High,Production,Hyderabad DC,Active
AST07683,ORG00384,SRV-07683,Cloud Instance 07683,Cloud Instance,Low,Production,Mumbai DC,Active
AST07684,ORG00376,SRV-07684,Firewall 07684,Firewall,Low,Development,Pune DC,Active
AST07685,ORG00182,SRV-07685,Cloud Instance 07685,Cloud Instance,Critical,Development,Delhi DC,Active
AST07686,ORG00557,SRV-07686,Firewall 07686,Firewall,High,Production,Hyderabad DC,Active
AST07687,ORG00116,SRV-07687,Application 07687,Application,Medium,Staging,Delhi DC,Active
AST07688,ORG00292,SRV-07688,Server 07688,Server,High,Development,Hyderabad DC,Active
AST07689,ORG00791,SRV-07689,Cloud Instance 07689,Cloud Instance,Medium,Production,Bengaluru DC,Active
AST07690,ORG00299,SRV-07690,Database 07690,Database,High,Development,Hyderabad DC,Active
AST07691,ORG00776,SRV-07691,Network Device 07691,Network Device,Low,Development,Hyderabad DC,Active
AST07692,ORG00552,SRV-07692,Network Device 07692,Network Device,High,Staging,Pune DC,Active
AST07693,ORG00384,SRV-07693,Server 07693,Server,Low,Development,Hyderabad DC,Active
AST07694,ORG00524,SRV-07694,Cloud Instance 07694,Cloud Instance,Critical,Production,Mumbai DC,Active
AST07695,ORG00570,SRV-07695,Workstation 07695,Workstation,Critical,Development,Hyderabad DC,Active
AST07696,ORG00859,SRV-07696,Database 07696,Database,Medium,Staging,Hyderabad DC,Maintenance
AST07697,ORG00469,SRV-07697,Firewall 07697,Firewall,Low,Production,Hyderabad DC,Active
AST07698,ORG00640,SRV-07698,Network Device 07698,Network Device,High,Production,Mumbai DC,Active
AST07699,ORG00035,SRV-07699,Database 07699,Database,Critical,Staging,Mumbai DC,Active
AST07700,ORG00198,SRV-07700,Server 07700,Server,Medium,Development,Delhi DC,Active
AST07701,ORG00556,SRV-07701,Network Device 07701,Network Device,Medium,Development,Bengaluru DC,Active
AST07702,ORG00423,SRV-07702,Domain Controller 07702,Domain Controller,High,Development,Bengaluru DC,Active
AST07703,ORG00672,SRV-07703,Application 07703,Application,High,Staging,Mumbai DC,Active
AST07704,ORG00602,SRV-07704,Cloud Instance 07704,Cloud Instance,High,Staging,Pune DC,Active
AST07705,ORG00565,SRV-07705,Server 07705,Server,Critical,Production,Hyderabad DC,Maintenance
AST07706,ORG00573,SRV-07706,Domain Controller 07706,Domain Controller,High,Staging,Hyderabad DC,Active
AST07707,ORG00825,SRV-07707,Server 07707,Server,Medium,Development,Mumbai DC,Active
AST07708,ORG00002,SRV-07708,Domain Controller 07708,Domain Controller,High,Production,Bengaluru DC,Active
