investigation_id,alert_id,analyst_id,started_at,completed_at,duration_minutes,actions_performed,queries_executed,evidence_reviewed,investigation_notes,findings,escalation_decision
INV02641,ALT02641,AN00850,2026-08-31 01:24:37,2026-08-31 02:03:37,39,Reviewed endpoint logs; analyzed process tree,11,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV02642,ALT02642,AN03677,2026-08-30 09:30:12,2026-08-30 10:08:12,38,Reviewed authentication logs; checked source IP,2,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV02643,ALT02643,AN15978,2026-08-10 20:53:32,2026-08-10 21:24:32,31,Checked threat intelligence and historical activity,10,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV02644,ALT02644,AN02729,2026-08-23 12:28:54,2026-08-23 12:32:54,4,Reviewed authentication logs; checked source IP,10,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV02645,ALT02645,AN17325,2026-08-27 18:18:28,2026-08-27 18:49:28,31,Checked threat intelligence and historical activity,2,No,Investigated user activity and historical baseline.,Benign activity,No
INV02646,ALT02646,AN17827,2026-08-18 22:18:21,2026-08-18 22:58:21,40,Checked threat intelligence and historical activity,2,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV02647,ALT02647,AN19622,2026-08-26 22:40:53,2026-08-26 23:58:53,78,Reviewed endpoint logs; analyzed process tree,4,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV02648,ALT02648,AN21976,2026-08-06 04:36:12,2026-08-06 04:41:12,5,Checked threat intelligence and historical activity,10,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV02649,ALT02649,AN18513,2026-08-16 06:00:08,2026-08-16 07:11:08,71,Reviewed endpoint logs; analyzed process tree,7,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV02650,ALT02650,AN21310,2026-09-03 09:22:46,2026-09-03 09:56:46,34,Reviewed endpoint logs; analyzed process tree,5,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV02651,ALT02651,AN14395,2026-08-21 06:17:18,2026-08-21 06:37:18,20,Checked threat intelligence and historical activity,7,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV02652,ALT02652,AN20964,2026-08-09 07:52:47,2026-08-09 09:19:47,87,"Correlated SIEM, firewall and endpoint telemetry",11,No,Investigated user activity and historical baseline.,Likely false positive,Yes
INV02653,ALT02653,AN24459,2026-09-07 12:43:00,2026-09-07 13:19:00,36,Reviewed authentication logs; checked source IP,6,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV02654,ALT02654,AN01312,2026-08-11 21:59:46,2026-08-11 22:18:46,19,Reviewed endpoint logs; analyzed process tree,3,No,Reviewed authentication logs and source IP.,Benign activity,Yes
INV02655,ALT02655,AN06978,2026-08-27 15:41:49,2026-08-27 15:57:49,16,Reviewed authentication logs; checked source IP,5,No,Investigated user activity and historical baseline.,Potential compromise identified,No
INV02656,ALT02656,AN06480,2026-08-11 12:27:30,2026-08-11 13:06:30,39,Reviewed authentication logs; checked source IP,8,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV02657,ALT02657,AN13965,2026-08-29 00:40:53,2026-08-29 01:09:53,29,"Correlated SIEM, firewall and endpoint telemetry",2,No,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV02658,ALT02658,AN22635,2026-09-03 07:17:22,2026-09-03 11:02:22,225,Reviewed endpoint logs; analyzed process tree,11,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV02659,ALT02659,AN21884,2026-08-19 00:11:37,2026-08-19 00:45:37,34,Reviewed endpoint logs; analyzed process tree,4,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV02660,ALT02660,AN05820,2026-09-07 01:08:25,2026-09-07 02:28:25,80,Reviewed authentication logs; checked source IP,3,No,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV02661,ALT02661,AN14826,2026-08-28 19:29:30,2026-08-28 21:03:30,94,Reviewed endpoint logs; analyzed process tree,8,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV02662,ALT02662,AN04094,2026-09-09 06:42:28,2026-09-09 08:05:28,83,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV02663,ALT02663,AN17907,2026-08-17 01:00:43,2026-08-17 01:12:43,12,Reviewed authentication logs; checked source IP,12,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV02664,ALT02664,AN09940,2026-08-27 18:27:37,2026-08-27 18:40:37,13,Reviewed authentication logs; checked source IP,4,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV02665,ALT02665,AN20877,2026-08-19 19:09:11,2026-08-19 19:59:11,50,Checked threat intelligence and historical activity,2,No,Investigated user activity and historical baseline.,Benign activity,No
INV02666,ALT02666,AN05039,2026-09-07 18:11:42,2026-09-07 18:18:42,7,Reviewed endpoint logs; analyzed process tree,9,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV02667,ALT02667,AN09723,2026-08-29 03:39:53,2026-08-29 04:14:53,35,"Correlated SIEM, firewall and endpoint telemetry",5,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV02668,ALT02668,AN02343,2026-09-07 16:24:35,2026-09-07 16:44:35,20,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV02669,ALT02669,AN24469,2026-08-30 11:49:44,2026-08-30 13:33:44,104,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV02670,ALT02670,AN14097,2026-09-01 20:35:27,2026-09-01 21:01:27,26,Reviewed endpoint logs; analyzed process tree,6,No,Reviewed authentication logs and source IP.,Benign activity,No
INV02671,ALT02671,AN08684,2026-09-01 10:16:44,2026-09-01 10:37:44,21,Reviewed authentication logs; checked source IP,9,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV02672,ALT02672,AN14880,2026-08-19 09:52:32,2026-08-19 10:52:32,60,Reviewed endpoint logs; analyzed process tree,12,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV02673,ALT02673,AN04804,2026-08-27 08:25:25,2026-08-27 08:39:25,14,Reviewed authentication logs; checked source IP,9,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV02674,ALT02674,AN11247,2026-09-02 08:09:16,2026-09-02 08:47:16,38,Reviewed endpoint logs; analyzed process tree,6,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV02675,ALT02675,AN12685,2026-08-09 00:51:05,2026-08-09 01:29:05,38,Checked threat intelligence and historical activity,8,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV02676,ALT02676,AN01596,2026-08-08 13:01:35,2026-08-08 13:19:35,18,Reviewed authentication logs; checked source IP,6,No,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV02677,ALT02677,AN05472,2026-08-05 18:15:16,2026-08-05 18:51:16,36,Reviewed endpoint logs; analyzed process tree,10,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV02678,ALT02678,AN06305,2026-09-05 04:43:56,2026-09-05 05:07:56,24,Checked threat intelligence and historical activity,4,No,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV02679,ALT02679,AN14848,2026-09-01 03:17:37,2026-09-01 03:29:37,12,Checked threat intelligence and historical activity,7,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV02680,ALT02680,AN19421,2026-09-01 20:57:37,2026-09-01 21:12:37,15,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV02681,ALT02681,AN02572,2026-09-06 04:30:45,2026-09-06 05:12:45,42,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV02682,ALT02682,AN07919,2026-08-30 22:46:36,2026-08-30 23:18:36,32,Reviewed endpoint logs; analyzed process tree,2,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV02683,ALT02683,AN04143,2026-08-01 20:06:18,2026-08-01 20:39:18,33,Reviewed endpoint logs; analyzed process tree,11,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV02684,ALT02684,AN14149,2026-08-12 03:24:51,2026-08-12 04:05:51,41,Reviewed endpoint logs; analyzed process tree,6,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV02685,ALT02685,AN24332,2026-08-18 17:37:17,2026-08-18 17:56:17,19,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV02686,ALT02686,AN11952,2026-08-23 18:59:43,2026-08-23 20:33:43,94,Checked threat intelligence and historical activity,3,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV02687,ALT02687,AN18130,2026-08-07 12:34:13,2026-08-07 12:59:13,25,Reviewed authentication logs; checked source IP,12,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV02688,ALT02688,AN00696,2026-09-07 20:54:17,2026-09-07 21:30:17,36,Reviewed endpoint logs; analyzed process tree,7,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV02689,ALT02689,AN16840,2026-08-01 16:28:15,2026-08-01 18:27:15,119,Checked threat intelligence and historical activity,8,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV02690,ALT02690,AN21033,2026-08-31 23:12:24,2026-08-31 23:31:24,19,Reviewed endpoint logs; analyzed process tree,8,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV02691,ALT02691,AN24611,2026-08-27 05:36:35,2026-08-27 06:01:35,25,Checked threat intelligence and historical activity,9,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV02692,ALT02692,AN10564,2026-09-03 05:47:07,2026-09-03 06:58:07,71,Reviewed endpoint logs; analyzed process tree,4,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV02693,ALT02693,AN05120,2026-08-17 23:12:30,2026-08-17 23:24:30,12,"Correlated SIEM, firewall and endpoint telemetry",8,No,Investigated user activity and historical baseline.,Benign activity,Yes
INV02694,ALT02694,AN07623,2026-09-01 08:46:55,2026-09-01 08:55:55,9,Checked threat intelligence and historical activity,5,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV02695,ALT02695,AN19477,2026-08-09 00:47:49,2026-08-09 02:26:49,99,Reviewed endpoint logs; analyzed process tree,12,No,Reviewed authentication logs and source IP.,Likely false positive,No
INV02696,ALT02696,AN02181,2026-08-04 13:35:52,2026-08-04 13:54:52,19,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV02697,ALT02697,AN22280,2026-08-11 02:09:34,2026-08-11 02:41:34,32,Reviewed authentication logs; checked source IP,2,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV02698,ALT02698,AN07402,2026-08-04 05:57:22,2026-08-04 06:13:22,16,Reviewed authentication logs; checked source IP,2,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV02699,ALT02699,AN07428,2026-08-22 12:03:45,2026-08-22 12:27:45,24,Reviewed endpoint logs; analyzed process tree,2,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV02700,ALT02700,AN23493,2026-08-28 05:59:26,2026-08-28 06:47:26,48,Reviewed endpoint logs; analyzed process tree,5,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV02701,ALT02701,AN08807,2026-09-04 14:25:16,2026-09-04 14:48:16,23,Reviewed authentication logs; checked source IP,8,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV02702,ALT02702,AN11526,2026-08-01 12:31:05,2026-08-01 13:15:05,44,Reviewed endpoint logs; analyzed process tree,11,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV02703,ALT02703,AN03557,2026-08-17 21:40:57,2026-08-17 21:51:57,11,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV02704,ALT02704,AN17200,2026-09-05 11:22:21,2026-09-05 13:02:21,100,Checked threat intelligence and historical activity,2,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV02705,ALT02705,AN11361,2026-08-25 09:12:32,2026-08-25 10:41:32,89,Checked threat intelligence and historical activity,8,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV02706,ALT02706,AN15340,2026-08-24 16:21:46,2026-08-24 16:58:46,37,Reviewed authentication logs; checked source IP,7,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV02707,ALT02707,AN01606,2026-08-08 17:10:32,2026-08-08 18:18:32,68,Checked threat intelligence and historical activity,11,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV02708,ALT02708,AN21836,2026-08-23 12:03:30,2026-08-23 12:27:30,24,Reviewed authentication logs; checked source IP,2,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV02709,ALT02709,AN08857,2026-08-29 02:55:20,2026-08-29 03:28:20,33,Reviewed authentication logs; checked source IP,10,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV02710,ALT02710,AN09961,2026-08-12 11:16:56,2026-08-12 12:00:56,44,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV02711,ALT02711,AN12289,2026-08-10 22:41:30,2026-08-11 00:26:30,105,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV02712,ALT02712,AN02950,2026-08-05 21:29:54,2026-08-05 21:56:54,27,Reviewed endpoint logs; analyzed process tree,7,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV02713,ALT02713,AN14589,2026-09-03 22:44:45,2026-09-03 23:10:45,26,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV02714,ALT02714,AN23931,2026-08-02 03:18:39,2026-08-02 03:52:39,34,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV02715,ALT02715,AN00256,2026-08-29 16:06:55,2026-08-29 17:45:55,99,Checked threat intelligence and historical activity,7,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV02716,ALT02716,AN22266,2026-09-08 07:50:21,2026-09-08 09:34:21,104,Checked threat intelligence and historical activity,12,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV02717,ALT02717,AN10852,2026-08-14 05:08:09,2026-08-14 05:21:09,13,Reviewed authentication logs; checked source IP,4,No,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
