alert_id,external_id,organization_id,asset_id,analyst_id,alert_type,severity,status,created_at,closed_at,closure_time_minutes,investigation_notes,evidence_reviewed,escalated,false_positive,incident_id
ALT06359,SIEM-906359,ORG00572,AST20907,AN24368,Brute Force,Medium,Closed,2026-08-04 18:30:00,2026-08-04 18:50:00,20,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06360,SIEM-906360,ORG00007,AST03746,AN02438,Impossible Travel,Medium,Open,2026-08-23 00:06:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06361,SIEM-906361,ORG00228,AST16989,AN09246,Port Scan,Low,Closed,2026-09-03 08:44:00,2026-09-03 09:34:00,50,Reviewed authentication logs and source IP.,No,No,No,
ALT06362,SIEM-906362,ORG00927,AST14167,AN10333,Anomalous Process,Medium,Escalated,2026-08-21 06:36:00,,,Reviewed authentication logs and source IP.,No,Yes,No,INC06362
ALT06363,SIEM-906363,ORG00217,AST04930,AN04988,Privilege Escalation,High,Closed,2026-08-14 03:30:00,2026-08-14 04:18:00,48,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT06364,SIEM-906364,ORG00499,AST01645,AN18237,Port Scan,High,Closed,2026-08-06 17:20:00,2026-08-06 17:57:00,37,Reviewed authentication logs and source IP.,Yes,Yes,Yes,
ALT06365,SIEM-906365,ORG00100,AST06366,AN02127,Brute Force,High,Investigating,2026-08-27 01:29:00,,,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT06366,SIEM-906366,ORG00735,AST22600,AN19090,Malware,Critical,Open,2026-08-19 22:17:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06367,SIEM-906367,ORG00632,AST06810,AN13783,Port Scan,Medium,Closed,2026-08-31 07:40:00,2026-08-31 07:50:00,10,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT06368,SIEM-906368,ORG00220,AST18289,AN04405,Privilege Escalation,Medium,Closed,2026-08-20 11:16:00,2026-08-20 11:49:00,33,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT06369,SIEM-906369,ORG00490,AST22795,AN17674,Suspicious Login,Low,Open,2026-09-01 12:28:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06370,SIEM-906370,ORG00587,AST06128,AN03081,Malware,Medium,Closed,2026-09-08 00:38:00,2026-09-08 01:05:00,27,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06371,SIEM-906371,ORG00257,AST21787,AN12903,Phishing,Low,Closed,2026-08-14 18:42:00,2026-08-14 19:28:00,46,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06372,SIEM-906372,ORG00837,AST24829,AN00410,Suspicious Login,High,Closed,2026-08-24 21:38:00,2026-08-24 22:37:00,59,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06373,SIEM-906373,ORG00968,AST07178,AN22819,Ransomware,Critical,Closed,2026-08-13 05:36:00,2026-08-13 06:08:00,32,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06374,SIEM-906374,ORG00366,AST07765,AN10135,Port Scan,High,Closed,2026-09-07 17:14:00,2026-09-07 17:26:00,12,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT06375,SIEM-906375,ORG00286,AST02354,AN05404,Impossible Travel,Low,Investigating,2026-08-17 01:40:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06376,SIEM-906376,ORG00702,AST16376,AN20588,Brute Force,Critical,Closed,2026-08-11 04:29:00,2026-08-11 04:54:00,25,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06377,SIEM-906377,ORG00114,AST19847,AN04209,Phishing,Medium,Escalated,2026-08-05 23:50:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC06377
ALT06378,SIEM-906378,ORG00755,AST13578,AN15289,Malware,Medium,Investigating,2026-09-03 23:55:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06379,SIEM-906379,ORG00094,AST00696,AN24871,Malware,High,Closed,2026-08-23 14:00:00,2026-08-23 14:18:00,18,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06380,SIEM-906380,ORG00583,AST17011,AN09101,Impossible Travel,Medium,Escalated,2026-08-04 07:15:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,INC06380
ALT06381,SIEM-906381,ORG00653,AST12541,AN08177,Suspicious Login,Low,Open,2026-09-05 19:57:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06382,SIEM-906382,ORG00934,AST07473,AN19054,Data Exfiltration,Medium,Closed,2026-08-10 20:38:00,2026-08-10 20:48:00,10,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06383,SIEM-906383,ORG00865,AST16498,AN03692,Malware,Low,Open,2026-08-22 21:38:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06384,SIEM-906384,ORG00007,AST17717,AN16041,Impossible Travel,Medium,Closed,2026-09-06 19:17:00,2026-09-06 19:40:00,23,Reviewed authentication logs and source IP.,No,No,No,
ALT06385,SIEM-906385,ORG00545,AST05540,AN19249,Impossible Travel,Critical,Investigating,2026-08-26 20:13:00,,,Investigated user activity and historical baseline.,No,Yes,Yes,
ALT06386,SIEM-906386,ORG00587,AST19933,AN11474,Privilege Escalation,Critical,Closed,2026-08-03 22:38:00,2026-08-03 22:58:00,20,Reviewed authentication logs and source IP.,Yes,Yes,Yes,
ALT06387,SIEM-906387,ORG00487,AST00758,AN17253,Brute Force,Low,Open,2026-08-26 04:09:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06388,SIEM-906388,ORG00624,AST17992,AN08861,Privilege Escalation,Low,Closed,2026-09-09 00:41:00,2026-09-09 01:53:00,72,Reviewed authentication logs and source IP.,No,No,No,
ALT06389,SIEM-906389,ORG00133,AST23680,AN21933,Malware,Critical,Open,2026-08-19 03:56:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT06390,SIEM-906390,ORG00947,AST11555,AN11769,Data Exfiltration,High,Closed,2026-08-17 12:49:00,2026-08-17 13:34:00,45,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT06391,SIEM-906391,ORG00588,AST14099,AN24902,Anomalous Process,High,Closed,2026-08-03 17:50:00,2026-08-03 18:06:00,16,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06392,SIEM-906392,ORG00149,AST17052,AN08100,Brute Force,Critical,Closed,2026-08-25 18:36:00,2026-08-25 19:05:00,29,Checked endpoint telemetry and correlated network events.,No,No,No,INC06392
ALT06393,SIEM-906393,ORG00908,AST12794,AN02559,Data Exfiltration,Medium,Open,2026-08-23 06:52:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06394,SIEM-906394,ORG00058,AST01566,AN19819,Phishing,Low,Closed,2026-08-15 08:54:00,2026-08-15 09:08:00,14,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06395,SIEM-906395,ORG00916,AST19353,AN11310,Malware,Medium,Investigating,2026-09-01 15:44:00,,,Investigated user activity and historical baseline.,No,No,No,
ALT06396,SIEM-906396,ORG00207,AST13657,AN03524,Malware,Medium,Closed,2026-09-03 00:46:00,2026-09-03 01:06:00,20,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06397,SIEM-906397,ORG00879,AST21755,AN23970,Suspicious Login,High,Investigating,2026-09-03 02:06:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT06398,SIEM-906398,ORG00403,AST09059,AN16924,Brute Force,High,Open,2026-08-18 00:21:00,,,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT06399,SIEM-906399,ORG00833,AST05142,AN16047,Anomalous Process,High,Closed,2026-09-05 21:29:00,2026-09-05 21:48:00,19,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06400,SIEM-906400,ORG00519,AST11522,AN12041,Data Exfiltration,Medium,Closed,2026-08-22 00:10:00,2026-08-22 00:52:00,42,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT06401,SIEM-906401,ORG00903,AST15969,AN11091,Impossible Travel,Medium,Closed,2026-08-22 09:05:00,2026-08-22 09:41:00,36,Investigated user activity and historical baseline.,Yes,No,No,
ALT06402,SIEM-906402,ORG00754,AST15260,AN12711,Brute Force,Critical,Closed,2026-08-23 08:00:00,2026-08-23 08:52:00,52,Reviewed authentication logs and source IP.,Yes,No,No,INC06402
ALT06403,SIEM-906403,ORG00833,AST04642,AN05552,Phishing,Medium,Closed,2026-09-09 18:00:00,2026-09-09 18:54:00,54,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06404,SIEM-906404,ORG00047,AST11032,AN12696,Malware,Low,Investigating,2026-08-02 04:30:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06405,SIEM-906405,ORG00303,AST06137,AN14465,Impossible Travel,High,Open,2026-08-13 11:32:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06406,SIEM-906406,ORG00817,AST04734,AN15909,Brute Force,Low,Closed,2026-09-05 11:52:00,2026-09-05 12:03:00,11,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06407,SIEM-906407,ORG00069,AST19204,AN04632,Port Scan,Medium,Closed,2026-09-06 15:42:00,2026-09-06 16:36:00,54,Reviewed authentication logs and source IP.,No,No,No,
ALT06408,SIEM-906408,ORG00723,AST15585,AN23566,Port Scan,Medium,Closed,2026-08-17 05:00:00,2026-08-17 05:10:00,10,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT06409,SIEM-906409,ORG00676,AST06364,AN01387,Phishing,Low,Investigating,2026-08-10 16:34:00,,,Reviewed authentication logs and source IP.,Yes,Yes,Yes,
ALT06410,SIEM-906410,ORG00030,AST16356,AN20766,Data Exfiltration,High,Closed,2026-08-05 13:01:00,2026-08-05 13:16:00,15,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06411,SIEM-906411,ORG00935,AST18608,AN14930,Impossible Travel,Medium,Closed,2026-09-08 23:00:00,2026-09-08 23:30:00,30,Reviewed authentication logs and source IP.,No,Yes,No,
ALT06412,SIEM-906412,ORG00736,AST07058,AN10777,Brute Force,Medium,Closed,2026-08-01 22:01:00,2026-08-01 22:27:00,26,Investigated user activity and historical baseline.,No,No,No,
ALT06413,SIEM-906413,ORG00331,AST23575,AN10502,Impossible Travel,Medium,Closed,2026-09-09 15:12:00,2026-09-09 15:48:00,36,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06414,SIEM-906414,ORG00784,AST14043,AN04196,Privilege Escalation,High,Closed,2026-08-04 11:08:00,2026-08-04 11:51:00,43,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06415,SIEM-906415,ORG00650,AST06137,AN09647,Ransomware,Medium,Closed,2026-09-06 23:35:00,2026-09-07 01:40:00,125,Reviewed authentication logs and source IP.,No,No,No,
ALT06416,SIEM-906416,ORG00223,AST22154,AN14848,Malware,Medium,Closed,2026-08-27 17:46:00,2026-08-27 18:05:00,19,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06417,SIEM-906417,ORG00014,AST14333,AN13160,Phishing,Low,Closed,2026-08-28 06:59:00,2026-08-28 07:18:00,19,Investigated user activity and historical baseline.,Yes,No,No,
ALT06418,SIEM-906418,ORG00456,AST05067,AN03435,Port Scan,Low,Escalated,2026-08-15 20:41:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC06418
ALT06419,SIEM-906419,ORG00979,AST22844,AN21929,Port Scan,High,Closed,2026-08-07 01:47:00,2026-08-07 02:11:00,24,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06420,SIEM-906420,ORG00930,AST14662,AN18122,Malware,High,Closed,2026-09-04 02:55:00,2026-09-04 03:16:00,21,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06421,SIEM-906421,ORG00677,AST19270,AN09331,Privilege Escalation,Medium,Closed,2026-08-06 01:00:00,2026-08-06 01:45:00,45,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06422,SIEM-906422,ORG00050,AST08738,AN02521,Malware,Medium,Closed,2026-09-06 10:53:00,2026-09-06 12:19:00,86,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT06423,SIEM-906423,ORG00199,AST14095,AN16820,Brute Force,Low,Closed,2026-09-06 22:38:00,2026-09-07 00:01:00,83,Reviewed authentication logs and source IP.,No,No,No,
ALT06424,SIEM-906424,ORG00001,AST20659,AN11784,Privilege Escalation,Low,Open,2026-08-12 00:37:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06425,SIEM-906425,ORG00274,AST18783,AN03821,Anomalous Process,High,Escalated,2026-08-23 04:23:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC06425
ALT06426,SIEM-906426,ORG00143,AST21235,AN09199,Phishing,Medium,Closed,2026-08-04 22:05:00,2026-08-04 22:18:00,13,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06427,SIEM-906427,ORG00183,AST01242,AN21914,Ransomware,High,Closed,2026-08-22 00:51:00,2026-08-22 00:59:00,8,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06428,SIEM-906428,ORG00759,AST13682,AN00737,Phishing,High,Open,2026-08-04 20:35:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06429,SIEM-906429,ORG00016,AST02045,AN20282,Suspicious Login,Medium,Open,2026-08-19 04:50:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06430,SIEM-906430,ORG00263,AST20198,AN01464,Suspicious Login,Medium,Open,2026-08-23 14:08:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06431,SIEM-906431,ORG00492,AST20032,AN01307,Privilege Escalation,Low,Investigating,2026-09-01 14:28:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06432,SIEM-906432,ORG00731,AST02169,AN12685,Brute Force,Medium,Closed,2026-08-09 16:58:00,2026-08-09 17:18:00,20,Investigated user activity and historical baseline.,No,Yes,No,
ALT06433,SIEM-906433,ORG00649,AST24624,AN10408,Impossible Travel,High,Investigating,2026-09-07 10:55:00,,,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT06434,SIEM-906434,ORG00928,AST13572,AN03367,Data Exfiltration,Low,Closed,2026-08-11 02:01:00,2026-08-11 02:10:00,9,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT06435,SIEM-906435,ORG00788,AST14799,AN11865,Phishing,Low,Closed,2026-08-27 06:41:00,2026-08-27 06:54:00,13,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06436,SIEM-906436,ORG00062,AST15378,AN01535,Ransomware,Medium,Closed,2026-08-21 07:03:00,2026-08-21 07:19:00,16,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06437,SIEM-906437,ORG00714,AST16787,AN12557,Privilege Escalation,Medium,Closed,2026-08-22 14:43:00,2026-08-22 15:17:00,34,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT06438,SIEM-906438,ORG00323,AST12671,AN14323,Ransomware,Low,Closed,2026-08-04 04:04:00,2026-08-04 04:50:00,46,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT06439,SIEM-906439,ORG00789,AST15339,AN16133,Brute Force,Medium,Closed,2026-08-28 04:45:00,2026-08-28 04:59:00,14,Reviewed alert.,No,No,Yes,
ALT06440,SIEM-906440,ORG00191,AST14201,AN07759,Brute Force,Critical,Closed,2026-08-01 15:18:00,2026-08-01 15:40:00,22,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06441,SIEM-906441,ORG00639,AST20654,AN17283,Suspicious Login,Low,Closed,2026-08-14 22:35:00,2026-08-14 23:06:00,31,Reviewed authentication logs and source IP.,No,Yes,Yes,
ALT06442,SIEM-906442,ORG00640,AST09059,AN08533,Privilege Escalation,Low,Investigating,2026-08-07 13:03:00,,,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT06443,SIEM-906443,ORG00640,AST00729,AN20128,Privilege Escalation,Low,Closed,2026-09-01 07:11:00,2026-09-01 07:43:00,32,Checked endpoint telemetry and correlated network events.,No,Yes,Yes,
ALT06444,SIEM-906444,ORG00839,AST16757,AN14533,Privilege Escalation,Low,Open,2026-08-22 15:07:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06445,SIEM-906445,ORG00700,AST06434,AN08867,Ransomware,High,Closed,2026-08-26 05:56:00,2026-08-26 06:34:00,38,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT06446,SIEM-906446,ORG00041,AST18296,AN01055,Data Exfiltration,High,Investigating,2026-08-13 11:36:00,,,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06447,SIEM-906447,ORG00359,AST04033,AN02764,Phishing,Low,Closed,2026-08-30 00:00:00,2026-08-30 00:09:00,9,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT06448,SIEM-906448,ORG00111,AST15645,AN21203,Phishing,Low,Closed,2026-08-30 06:49:00,2026-08-30 07:18:00,29,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT06449,SIEM-906449,ORG00809,AST14396,AN22477,Impossible Travel,Low,Escalated,2026-08-10 12:28:00,,,Investigated user activity and historical baseline.,Yes,Yes,Yes,INC06449
ALT06450,SIEM-906450,ORG00993,AST05476,AN23009,Anomalous Process,Low,Closed,2026-08-09 12:10:00,2026-08-09 13:00:00,50,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT06451,SIEM-906451,ORG00674,AST03068,AN03541,Brute Force,High,Open,2026-09-03 05:09:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT06452,SIEM-906452,ORG00991,AST17578,AN11334,Port Scan,Low,Closed,2026-08-11 23:59:00,2026-08-12 00:24:00,25,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT06453,SIEM-906453,ORG00880,AST15004,AN20034,Data Exfiltration,Low,Closed,2026-08-11 21:50:00,2026-08-11 22:06:00,16,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT06454,SIEM-906454,ORG00711,AST22592,AN14939,Malware,Critical,Closed,2026-08-14 20:04:00,2026-08-14 20:20:00,16,Investigated user activity and historical baseline.,No,Yes,No,INC06454
ALT06455,SIEM-906455,ORG00371,AST15946,AN00179,Impossible Travel,Medium,Investigating,2026-08-03 15:01:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT06456,SIEM-906456,ORG00810,AST18473,AN22887,Suspicious Login,Low,Closed,2026-09-05 19:08:00,2026-09-05 19:37:00,29,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06457,SIEM-906457,ORG00533,AST13000,AN03328,Impossible Travel,High,Closed,2026-08-31 12:49:00,2026-08-31 13:42:00,53,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06458,SIEM-906458,ORG00064,AST16214,AN01151,Port Scan,High,Closed,2026-08-30 00:03:00,2026-08-30 00:19:00,16,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06459,SIEM-906459,ORG00351,AST19464,AN14242,Malware,High,Closed,2026-09-01 21:47:00,2026-09-01 22:10:00,23,Reviewed authentication logs and source IP.,Yes,No,Yes,
ALT06460,SIEM-906460,ORG00611,AST06245,AN24311,Suspicious Login,Medium,Closed,2026-09-06 15:32:00,2026-09-06 16:07:00,35,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06461,SIEM-906461,ORG00417,AST13323,AN04162,Malware,High,Closed,2026-08-28 16:29:00,2026-08-28 17:35:00,66,Investigated user activity and historical baseline.,No,Yes,No,
ALT06462,SIEM-906462,ORG00307,AST20841,AN11652,Anomalous Process,Medium,Closed,2026-08-22 12:45:00,2026-08-22 13:13:00,28,Reviewed authentication logs and source IP.,Yes,No,Yes,
ALT06463,SIEM-906463,ORG00677,AST07969,AN04406,Port Scan,Medium,Investigating,2026-08-27 22:06:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT06464,SIEM-906464,ORG00006,AST23037,AN00728,Data Exfiltration,Medium,Closed,2026-08-16 14:34:00,2026-08-16 15:09:00,35,Reviewed authentication logs and source IP.,Yes,No,No,
ALT06465,SIEM-906465,ORG00392,AST04248,AN15237,Brute Force,High,Closed,2026-08-19 22:34:00,2026-08-20 00:29:00,115,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT06466,SIEM-906466,ORG00204,AST00220,AN20162,Privilege Escalation,Medium,Closed,2026-08-12 10:25:00,2026-08-12 10:51:00,26,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT06467,SIEM-906467,ORG00392,AST01795,AN19584,Impossible Travel,Medium,Closed,2026-08-16 09:30:00,2026-08-16 09:50:00,20,Investigated user activity and historical baseline.,Yes,Yes,Yes,
ALT06468,SIEM-906468,ORG00341,AST12854,AN23490,Port Scan,Medium,Closed,2026-09-03 10:58:00,2026-09-03 11:02:00,4,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT06469,SIEM-906469,ORG00321,AST20816,AN02856,Data Exfiltration,Medium,Closed,2026-08-01 11:39:00,2026-08-01 12:01:00,22,Reviewed authentication logs and source IP.,No,No,No,
ALT06470,SIEM-906470,ORG00057,AST24555,AN12689,Ransomware,Low,Closed,2026-08-25 06:57:00,2026-08-25 07:28:00,31,Reviewed authentication logs and source IP.,No,No,No,
ALT06471,SIEM-906471,ORG00325,AST16690,AN09095,Data Exfiltration,Low,Closed,2026-08-10 21:30:00,2026-08-10 21:38:00,8,Investigated user activity and historical baseline.,Yes,No,Yes,
